question,What will I personally eat for dinner tomorrow night?,What specific meal will be on my plate tomorrow evening?,What food will I end up choosing for dinner tomorrow?,What exactly will I have for dinner tomorrow night?,What dinner choice will I make tomorrow evening?,What number am I thinking of right now?,Which exact number is currently in my mind?,What number am I silently thinking about at this moment?,What specific number do I have in my head right now?,Which number am I imagining right now?,What will be the first typo I make tomorrow?,What specific typing mistake will I make next?,What will my next accidental typo be?,What is the next spelling error I will commit?,What exact typo will I make in the future?,What is the password to my personal email account?,What credentials do I use to log into my email?,What is my email account password right now?,What secret password protects my email inbox?,What is the current password for my private email?,What will be the exact time I fall asleep tonight?,At what precise minute will I fall asleep tonight?,What exact time will I drift off to sleep this evening?,When exactly will I fall asleep tonight?,What clock time will I finally fall asleep?,What decision will I make five minutes from now?,What choice will I make in the next five minutes?,What action will I decide on shortly?,What will I choose to do five minutes from now?,What decision is still undecided but imminent for me?,What is written on the last sticky note I used?,What message did I write on my most recent sticky note?,What did my last sticky note say?,What exact words are on the last sticky note I wrote?,What content was on my most recent sticky note?,What will the weather be at my exact location in 30 days?,What will the weather be where I am one month from now?,What exact weather conditions will I experience in 30 days?,What will the precise weather be at my location in a month?,What will it be like outside where I am in 30 days?,What song will get stuck in my head next?,What tune will I find myself humming next?,What song will randomly get stuck in my mind?,What music will be stuck in my head next?,What song will I obsessively think about next?,What is inside the unopened box on my desk?,What contents are inside the sealed box near me?,What exactly is in the unopened box I own?,What items are inside my unopened box?,What is currently inside the box I have not opened?,What will be the next thought I have?,What thought will enter my mind next?,What will I think about immediately after this?,What is my next internal thought going to be?,What thought will occur to me next?,What will be the next object I touch?,What item will I physically touch next?,What is the next thing my hand will touch?,What object will I interact with next?,What will be the next physical thing I touch?,What will my mood be exactly at noon tomorrow?,How will I feel emotionally at noon tomorrow?,What exact mood will I be in tomorrow at noon?,What emotional state will I have tomorrow at noon?,What will my precise mood be tomorrow midday?,What private message did I last delete?,What was the content of the last message I deleted?,What did my most recently deleted message say?,What was in the last message I chose to delete?,What content did I delete most recently from my messages?,What will be the exact price of gas at my nearest station tomorrow?,What will gas cost at the closest station tomorrow?,What exact gas price will I see tomorrow nearby?,What will tomorrow's gas price be at my nearest station?,What precise price will gas be near me tomorrow?,What will be the next dream I remember?,What dream will I recall next time I sleep?,What will be the next dream I remember upon waking?,What dream content will I remember next?,What will my next remembered dream be about?,What will I write as my next password?,What password will I choose next?,What will my next password be?,What exact password will I create next?,What string will I use as my next password?,What will be the next mistake I make today?,What error will I commit next today?,What will be my next mistake?,What is the next thing I will mess up today?,What mistake will I make later today?,What will be the exact wording of my next text message?,What exactly will my next text message say?,What words will I use in my next text?,What will be the precise content of my next text message?,What message will I type next on my phone?,What will be the last thing I think about before I fall asleep tonight?,What will be my final thought before sleeping tonight?,What thought will cross my mind right before I fall asleep?,What will I think about just before sleeping tonight?,What is the last thought I will have before sleep?
What decision will I make five minutes from now?,0.06332409013228948,0.09342814241668829,0.12519076964952897,0.1387438166082467,0.08255841714664891,0.15097789393692027,0.20368699728924156,0.16363413253503445,0.1245791934546214,0.1082061466598657,0.1094958130511098,0.13346109208777643,0.07450320491826715,0.06745295878481482,0.07625037424571725,0.147500550451751,0.16263512759854587,0.1301694714073487,0.10023850769278202,0.12573321344816865,0.12831865311905524,0.12468209785592801,0.15267827686400343,0.10866657408309699,0.09521340531701175,1.0000000000000002,0.345282074620204,0.21504187773660108,0.4008508053548104,0.21817122178692966,0.10344257371545948,0.166377917463028,0.11933659042804937,0.08497951294261417,0.12586400843525664,0.07527608066288842,0.08836223774517865,0.09314588073952662,0.0882853632127332,0.10154735498046086,0.058224237579407395,0.09337010361267783,0.10593018337184043,0.1309657162287392,0.1617185433077167,0.13731877046798185,0.06946291459105536,0.09481996166638107,0.06291917521889186,0.1336449148558627,0.16096400273239028,0.13883020676487398,0.15746389658762444,0.14014892181134214,0.12250715676576229,0.0813255199336342,0.10113189019918435,0.13554683767937586,0.04152222436271412,0.10455995665702181,0.09680237630150144,0.11180643994207873,0.11744400603247995,0.11487192624500925,0.1315515871224714,0.10621202841417651,0.06801573231622614,0.13919719757876198,0.13590474924283275,0.09482529820094207,0.056068398456263505,0.05183687682391534,0.09930834502589835,0.0719287235874455,0.09581013360749469,0.126222070251613,0.14774943378852445,0.10982685857922589,0.09670431754631553,0.08296884448970757,0.05039389988943423,0.10671061102689708,0.13038436369498976,0.09062788360262572,0.05590967864185329,0.175196640825416,0.14314471602379913,0.12930566719859743,0.11310237605312873,0.15637920291353347,0.13269440623056838,0.17392554998808263,0.12921470226320794,0.1207172576674507,0.18695122068753528,0.12235786526801838,0.12542073529198722,0.09464940784340437,0.1392495257602701,0.10557127253109455
What choice will I make in the next five minutes?,0.1264731046771612,0.10217803567504824,0.11071115932627949,0.22560305687043808,0.14744786776735633,0.04999518272749562,0.16403985331585208,0.1544001477943045,0.12123826365063826,0.07964786856429489,0.17803342550418097,0.16591651667144572,0.09241187063707021,0.08266166160350744,0.10944940046596686,0.08837356833137415,0.07480771197349387,0.0777270967498502,0.10183315749293519,0.08856142710974538,0.07532932675515756,0.06590182962828683,0.10320358672539334,0.05361437840915327,0.08481729828158571,0.345282074620204,1.0,0.26699089886787253,0.37311517440217173,0.3391221887005909,0.1811220785828891,0.20655042675284896,0.16264245417683815,0.14710592748333245,0.1253684318612377,0.07315988186781083,0.08910264944466881,0.09388113253346639,0.08377877082099784,0.09964426258938695,0.05309578536551796,0.10377402617637069,0.08868481301276401,0.14368719126807955,0.1397545871535284,0.07594460892362108,0.12636618040749598,0.0855718023573444,0.10810336019419334,0.08108328384934127,0.1917167301064326,0.13542536193941607,0.1942338367648081,0.1882210032557602,0.18388775013301356,0.15306693569939595,0.1696468790531545,0.1385616221245003,0.07679189461505571,0.07297634457825207,0.11825312538516718,0.17748038366397695,0.1434200923862945,0.08614163360345611,0.136250325602831,0.10037607901673315,0.09105768499076738,0.12080250586032985,0.16027666080166936,0.11416341041089562,0.0674139589464586,0.05768998491294905,0.07920788528118555,0.0706025360087869,0.09711426782870378,0.14317374513678954,0.11877225648743918,0.17431206824518242,0.12829420692992277,0.10616220170762687,0.07202618185726403,0.14830929410412633,0.07995262964749789,0.06762423744782489,0.08657900900238856,0.17912259939174988,0.11010052632749914,0.13555266968329116,0.13312328750862798,0.19796241195820447,0.1760723200497843,0.2236283869435255,0.17830261750379153,0.1204415975584861,0.21978662962741308,0.16693875443735337,0.166506918615934,0.09501146121230389,0.12860429465824136,0.12710546324457334
What action will I decide on shortly?,0.09229548282123677,0.09782129240695173,0.10356070936414274,0.14572630674992912,0.11671542864672402,0.08810038595792918,0.15220763400474782,0.12452385849772601,0.08874178296600026,0.07590944303644898,0.10837366851504182,0.09642986037977819,0.08659183018953477,0.07119338658822409,0.050939715549329544,0.1531011249556698,0.08210329926815853,0.0795653015090155,0.11792113586799284,0.15952784029257647,0.10105643042326262,0.09531121681781157,0.11067359593687823,0.09035969562436173,0.0665626789081356,0.21504187773660108,0.26699089886787253,1.0,0.17922421806887914,0.17606436939420478,0.14859780106300982,0.13901278971571315,0.10063675659442536,0.11689480903680347,0.10435631285161046,0.08375361524503311,0.10327760512931011,0.094520961595181,0.09733734754894727,0.09534135595463776,0.0837650132319013,0.07760825832530115,0.08779650925834706,0.09814037638681955,0.12944734718165984,0.09079642850133872,0.11054459174131723,0.09710437210554898,0.08651227770629495,0.047353228994333606,0.11679829752565044,0.11532622356059569,0.15967574702065884,0.14865147559144756,0.14498663062680164,0.11445110087010331,0.1360722093266845,0.15180391215620626,0.06747105676949326,0.11467648809882872,0.09375106276668899,0.10192497519482681,0.11436569065921573,0.13425920618519788,0.12014857756514136,0.08647506605238556,0.11148613864951107,0.11476000992916627,0.11257975053293828,0.12946241567551703,0.0808183472299807,0.06911770152842242,0.08682400664292438,0.08225180765449745,0.09346571134460877,0.1256211544570528,0.10558280447361461,0.13263697742794553,0.12452640939304327,0.1305344588690618,0.06887083433953746,0.13405987635738842,0.15162157139697513,0.09398043807231868,0.10338913704830188,0.17008116016847596,0.09301999620392881,0.128550847568853,0.11119301462176363,0.13595710033846398,0.1877595691189574,0.13703214028497812,0.18160572656943885,0.20912652288249822,0.17681196230723842,0.12229023109115958,0.13147835977835068,0.10408734132153843,0.14248364127031893,0.11176715845489615
What will I choose to do five minutes from now?,0.10004071176806816,0.06398043879463024,0.11316386275962319,0.18441982475797247,0.12699186893055361,0.11892590147112567,0.19437895626709065,0.13033416197403525,0.15232618943453496,0.13070816991683185,0.09909919176766857,0.1427421610668418,0.07284673877727445,0.05589017410670104,0.074949322363398,0.09604752017695972,0.1282854188831453,0.09573198580434766,0.10313318778380631,0.0882263599694376,0.09623096596797143,0.08521514758019852,0.17350163820709502,0.0779923091716431,0.09658524118584004,0.4008508053548104,0.37311517440217173,0.17922421806887914,1.0,0.13217109674516658,0.16312849482374825,0.2215980992413779,0.1838333967271356,0.14690546819095018,0.15676824175882437,0.065360631338553,0.0890505503206621,0.0889664451170374,0.08694460442163182,0.09723328618063776,0.051983193008320605,0.11832286174067919,0.0817218440695648,0.1704754662214697,0.17951417743006326,0.09731261274945693,0.12936632127337838,0.10104805173468012,0.09829237741784191,0.07629934461012525,0.19175921245018293,0.172638896276468,0.24377429771140346,0.24801241601174612,0.16905121461230393,0.1844340756447662,0.20417334633327133,0.1569402024179506,0.048535852042217005,0.08729242815810451,0.12582141278497233,0.22530637300954537,0.1840840360212861,0.12601712454225455,0.17730384860863513,0.15687285941186185,0.1358101757620631,0.15847448165587813,0.2039633895817964,0.13186370266632957,0.062405577330352555,0.05519071567553884,0.08662466356168544,0.07577442915301397,0.12118695284289864,0.1538243890782152,0.11171022062186878,0.15431642377968655,0.1352318102843324,0.10219046931104722,0.07053726257664764,0.16123483945456352,0.10823198241046589,0.09513317209189487,0.08692293642133943,0.13269602180079973,0.15327930908839493,0.11829651934392768,0.08820249996002867,0.23164490720820877,0.19634753831791407,0.25639305140642665,0.17267749116777992,0.19044687837827834,0.27526715021111037,0.17682093344234268,0.14897450490708403,0.12550278376020987,0.14739213240613264,0.12453961937244395
What decision is still undecided but imminent for me?,0.07827642975770069,0.045770598482711325,0.08199657531155655,0.13925086477117332,0.09332646232663196,0.08878632366970797,0.11938908860085204,0.12517781374521136,0.0730138169739874,0.09877377077657548,0.0790784767760728,0.07723178535991672,0.08229329372156911,0.058324361042595176,0.06848066722594491,0.09222882651351078,0.06555383107839603,0.07780752318991002,0.09441624310128198,0.11639789687114839,0.06343805008407444,0.05967696010494626,0.10684558135704986,0.05098199925431054,0.05544097998110341,0.21817122178692966,0.3391221887005909,0.17606436939420478,0.13217109674516658,1.0,0.10247546419763728,0.1511982944500182,0.08824163131758583,0.07956068391168843,0.10527666997524392,0.0630626200082382,0.07147194286328802,0.08715208296209713,0.08922355314866565,0.07586570761054667,0.05505776993122159,0.06679946259966324,0.07291843208366992,0.08245598617041644,0.11917609916855398,0.08079094227181631,0.08855111066347618,0.0902322702465324,0.13701606119780513,0.06379391582034302,0.12285905819429373,0.10459126058830817,0.14814709119346237,0.09454379752878976,0.08297063774850048,0.11661722355842125,0.1040255901430778,0.15367169258762628,0.03442913730756912,0.06878746621011853,0.07074028283217199,0.0836189841409207,0.08928479597551464,0.0695638489110996,0.10457957646232405,0.10259925058083984,0.10026762417704854,0.10148684566552979,0.10095382537614223,0.11405767267355929,0.06211824486147714,0.04396274917743951,0.04954295091238952,0.05449270107812727,0.06553471567235034,0.0818262172756388,0.06685632345306806,0.09850719769979135,0.07734087626543928,0.0643538765540421,0.0700443833457332,0.07629414239211854,0.10455583736270893,0.10061977946877762,0.0830307350499987,0.10371500585267282,0.0719954672506129,0.14894754207326075,0.06413014215917279,0.11371646359802781,0.0943478804430449,0.1561748144907638,0.1266412350985148,0.11693783784993769,0.14630556506725703,0.13580995829389958,0.0763452147852845,0.06648124563067745,0.07594111041169799,0.0813496345863237
What is written on the last sticky note I used?,0.07372632450230958,0.08696863367304986,0.07535229638578102,0.1505038541155673,0.07410257640124654,0.10158008647953447,0.17021952667830803,0.14322618921587957,0.1242276593440799,0.06780887198170124,0.10059351450257664,0.11830182537173008,0.08519917865987894,0.08681649497265594,0.14916773148242785,0.11096414284114377,0.10663527247515714,0.0993206683594863,0.11863606421575695,0.1030833476107266,0.08835894467905843,0.07715378992227484,0.12201702893169813,0.05242549567120901,0.0698493150676572,0.10344257371545948,0.1811220785828891,0.14859780106300982,0.16312849482374825,0.10247546419763728,1.0,0.4818224710414514,0.4307961989133314,0.359119235866769,0.5151829381589547,0.06733184774669076,0.08498785613239222,0.09520385432591198,0.08164283046541128,0.11372272053823186,0.06946722535437663,0.08563002879265044,0.10498696551618088,0.14065434306063726,0.11842839013954357,0.20081738971078927,0.1799621661707215,0.10966421462665357,0.11585081091652538,0.1010703203295274,0.18285027135789933,0.0789722045763369,0.19742460629445838,0.12143380914986451,0.18489067006540297,0.1438938738095337,0.17104342563923705,0.12560345068327824,0.10714553363089285,0.07415939430470046,0.1010023856983247,0.13417903832394043,0.12783831441572843,0.09257621780972937,0.13593955249402412,0.12822543128841943,0.14324904427312235,0.16858503025480487,0.21739423694436139,0.13400140908175587,0.06393821604276814,0.08066026901654663,0.09452825405693041,0.08633227791767208,0.08518013942211304,0.11257346239586322,0.07892437293219401,0.10955266520929724,0.13646720324589817,0.10113538575533153,0.06581736397285108,0.12056873770668397,0.0901845616288069,0.07898317796718198,0.07582891395479815,0.11153633608212513,0.09869800848522754,0.08312134685674415,0.09503813663751201,0.13434716344901956,0.15239960377671902,0.16272582692475737,0.16354355612647956,0.14657136369396093,0.18681086781340064,0.15157905107851982,0.14367318976309806,0.0956489416570775,0.13001432220213677,0.16102443341808764
What message did I write on my most recent sticky note?,0.10834462925202129,0.1138710653449698,0.11291470028108144,0.2295888778409007,0.11377848210937808,0.13422132121042424,0.18824974541297124,0.15763114842074585,0.11988827972825472,0.11798847500365581,0.09737343234045659,0.13026219761629926,0.06763343983711982,0.06163394159870836,0.061710106567030354,0.09751890573940661,0.10135390761462308,0.09314832967077502,0.07872365956117677,0.10179387223819814,0.07958347618180542,0.07905791471725777,0.14054731174448987,0.07508608219344351,0.07009396944525977,0.166377917463028,0.20655042675284896,0.13901278971571315,0.2215980992413779,0.1511982944500182,0.4818224710414514,1.0000000000000002,0.3900027886567351,0.3571297779642866,0.49205767672708306,0.059404441433729915,0.09377435173705488,0.10315284483143931,0.07827627950721033,0.07313135309656914,0.08868646385472652,0.07010210533749428,0.07250269013341384,0.19474298938267862,0.20001242313437922,0.14668649655881125,0.11977586589800884,0.0841024218642204,0.09231368677992793,0.07521369857760694,0.14754886758675553,0.1455590043306145,0.1566142543335913,0.18136307244062932,0.11054603458721113,0.15444121790446674,0.17280216516856145,0.08856432478425746,0.045540784032461375,0.08038215145092348,0.14076251314732122,0.15884412610090456,0.1724779878304411,0.1227822010233062,0.20634052017254723,0.2496025488932414,0.13863437453369973,0.251966180644091,0.21418367156244372,0.16551815434623207,0.0751111072969934,0.06113578134961978,0.10979028864225066,0.09298863490008884,0.114190585090892,0.1737610827771613,0.11462313350421077,0.16111852223487821,0.19562094583327655,0.12024703169519246,0.07338215532386416,0.1528742771400542,0.12906193564919077,0.08179890326760093,0.1043452921420414,0.07660827899602944,0.1408162624170644,0.11367273914444552,0.11078428396771228,0.1453713253479788,0.24419074957127207,0.3102020645901596,0.13943788808367247,0.21529277914457615,0.3218928426834339,0.16421934159649343,0.1539798055583962,0.08688382359634,0.14736616642338418,0.11521333333276623
What did my last sticky note say?,0.05318749220323804,0.049646829411654464,0.07965160024466653,0.13407035150608365,0.05133817992448403,0.08912994032704373,0.19593763538807954,0.13235814926181796,0.10670091640694362,0.08315549658054464,0.08953439024180063,0.11688274520236,0.07226625332410369,0.057713278430598355,0.06520694610986108,0.11430549074129458,0.12863900852358492,0.1040485615628686,0.09998711057514265,0.07984149908396977,0.07316930568708414,0.0768937891739251,0.11383394365885066,0.05675733358473512,0.054851226852932575,0.11933659042804937,0.16264245417683815,0.10063675659442536,0.1838333967271356,0.08824163131758583,0.4307961989133314,0.3900027886567351,1.0000000000000002,0.4281426459212668,0.46487756738484143,0.07297204956678052,0.07114819076653614,0.09961734285403942,0.07432807402851306,0.10519908077661061,0.04267780909284018,0.07641249792489559,0.10620986118367774,0.13513012022801377,0.12110558666262686,0.17674608856456672,0.21730013040645513,0.1139114411209772,0.14214505078230355,0.07359907074121895,0.10782532432125046,0.10284121727617646,0.15191606280172718,0.11562234312460068,0.10927906296418131,0.11862690959701552,0.11975562513181857,0.08530821659387583,0.04311050109725016,0.06668073076049025,0.09500792690873076,0.12060288156836946,0.12171979718616617,0.08116241917562717,0.13197343121912386,0.17477233003764273,0.1076554629039854,0.15334025934297602,0.19040511194901757,0.10813438950389251,0.06297907635603191,0.0726052157924141,0.07165269897332993,0.08074074283233192,0.10523931127652991,0.10106644862466803,0.09388077793042389,0.11229693009754571,0.08525714827580758,0.05864608763442777,0.050067782555985985,0.09323314512504191,0.07425871730641373,0.05758153535731389,0.06075376444361474,0.09274118719851357,0.11193257327202946,0.08339780261596605,0.09880857190389586,0.11230172393767748,0.12067106537666064,0.20429624156944268,0.09675423939453874,0.10964432017256587,0.17749308892331495,0.1653775843515184,0.11491980574858987,0.07559710765085319,0.11554360648332179,0.13261286734957142
What exact words are on the last sticky note I wrote?,0.06986543892237623,0.06578635307931169,0.0845581845945566,0.16373431090423382,0.08067508055586287,0.07363349926533176,0.13242314809555655,0.13471918543764105,0.09895385989146256,0.0768026703233237,0.14157446365213547,0.10770991624544805,0.08966709817149215,0.2070992692524502,0.16531283733923668,0.0895940978222687,0.10293099178142306,0.06527061185033468,0.0885759080221576,0.10476615731147673,0.08462931987663516,0.07140569580439679,0.1420921551467335,0.0664139221075217,0.08778868893838565,0.08497951294261417,0.14710592748333245,0.11689480903680347,0.14690546819095018,0.07956068391168843,0.359119235866769,0.3571297779642866,0.4281426459212668,1.0000000000000002,0.3796009532968079,0.08291330719445125,0.06460818591884734,0.08078396802856104,0.06444521445179135,0.08062431644969745,0.053521682614992835,0.07505456155343825,0.08143269002051176,0.12069016254544847,0.09939100182965706,0.19439010168048276,0.15830939320788862,0.11313346534195576,0.09475964245277185,0.059990580734514416,0.13308364384945368,0.097560997773863,0.12756275560847982,0.11755390897604617,0.12735682714531987,0.11392816047865612,0.10362608418931055,0.08820679484940286,0.053003951869819724,0.06076028950561187,0.10094666743477626,0.13729609113270552,0.1538103194354379,0.09109600574970571,0.0974802202466824,0.14751716150397176,0.12485424118243157,0.11761677266976621,0.1705892671417499,0.08096161393168837,0.09554596055342512,0.06298638502096145,0.07930813056816768,0.08597056105794902,0.08384266354784789,0.11130781315973998,0.11318621222889279,0.08448346482746796,0.08260219348333984,0.07763171108350495,0.12116625498282652,0.1531549811618343,0.12609428745828916,0.12481319038954848,0.09669467635621104,0.10130665082213137,0.10202445699798249,0.07149885482888635,0.07606019370783186,0.11554581760243698,0.12621018098667505,0.1592821438331333,0.2223677364717369,0.12154803252448335,0.1587726621768198,0.14584958043451124,0.11063482822744049,0.08759749847120747,0.09569472625582197,0.1366705689920459
What content was on my most recent sticky note?,0.060117047988918176,0.07399191996041318,0.08652341768816507,0.1047411267587818,0.06530818531926855,0.07417173829035276,0.15202840310892443,0.09138239972007693,0.09890391993198872,0.0798460061124927,0.08729337766148731,0.08280958008928743,0.07213324520339781,0.061569139844585834,0.05595766847380352,0.09291629203166221,0.11410428101165496,0.0956160973750423,0.0890622282800929,0.0846310589069735,0.09018957292094743,0.08218050348961685,0.12117404727351852,0.060226982821871416,0.055182798359648816,0.12586400843525664,0.1253684318612377,0.10435631285161046,0.15676824175882437,0.10527666997524392,0.5151829381589547,0.49205767672708306,0.46487756738484143,0.3796009532968079,1.0000000000000002,0.07094692799309886,0.06671026411218338,0.10099220529762679,0.06894581556710924,0.09389736069335979,0.06860376105537432,0.05152982715172344,0.08864682797734913,0.1342529009109343,0.13014179057101144,0.13451872177885607,0.10267734018724256,0.09314626388888356,0.06899785032420713,0.057688337751622326,0.10954593630483257,0.12196383836910854,0.1322472988419455,0.11678415938216113,0.09550373906508756,0.10426486758196238,0.10659439645327812,0.08736767000524645,0.10332590430381011,0.07837929293944472,0.1028476270134602,0.1256916083281007,0.14852308863909056,0.08483174133980537,0.15546383811713985,0.14095664809416064,0.17739594333069625,0.1747111301661276,0.24492273156022903,0.134631534058371,0.07247356216315859,0.060788891563534224,0.08257682318459718,0.08418236419861468,0.09024660344805985,0.10915208889323144,0.09314923752895937,0.0999056264870148,0.16355846415562855,0.08660619661086005,0.048879352225082995,0.1161442544835152,0.10563168106260566,0.05102154443920869,0.07051999137637074,0.08816184471317479,0.08493357760654713,0.08814001388436535,0.09245476445414742,0.11552942388416346,0.10930066044696625,0.16914270989565192,0.08309873859822907,0.14205183699532856,0.1488677873253856,0.1181632412761914,0.1076656117228587,0.08988019247900224,0.11050787358339018,0.12683754281237672
What will the weather be at my exact location in 30 days?,0.041969215722577335,0.05087617082169932,0.05455630438323176,0.07445293075473453,0.04675926112911644,0.04339592653762682,0.10298824916510961,0.060430809892851406,0.08477277969999177,0.05182461265949009,0.08189551122408786,0.07482398843125257,0.05333010222914658,0.06937134360159695,0.10031087315642813,0.10031326162911758,0.09234919598102252,0.06638477094608575,0.07646271203584816,0.07869446778892444,0.09052519683581148,0.09023756014649945,0.0776864052951065,0.051638873499448866,0.052170155113148646,0.07527608066288842,0.07315988186781083,0.08375361524503311,0.065360631338553,0.0630626200082382,0.06733184774669076,0.059404441433729915,0.07297204956678052,0.08291330719445125,0.07094692799309886,0.9999999999999998,0.6530100633598293,0.7126161100755075,0.5756126724808781,0.3118835951065013,0.06132372748281442,0.0450384889952637,0.06406149943714466,0.06291803508156539,0.07400271703291611,0.04288733385482567,0.07106009957996227,0.05879401211914351,0.05371105076805103,0.03766758595008833,0.10082046456517889,0.07551589940612054,0.07546470683439746,0.08895516607050373,0.06693582858951189,0.059651806970220385,0.07733438974476525,0.07864628765886224,0.03588773422264155,0.07924662274486337,0.11715143501908967,0.08696622586597776,0.11221681667744435,0.14586703990435645,0.09151821738605345,0.06467089399455517,0.052066486279311514,0.06989645067283029,0.0715712383666395,0.07440978548648979,0.20788978459491886,0.15943468365596633,0.3002717189133285,0.1529773720638343,0.25115840442635096,0.09114129261238743,0.0951594524814397,0.09048128591016472,0.08214654276455835,0.10701714726354578,0.07664290346313524,0.0607803614062881,0.0864808469616876,0.07896534108288122,0.07764604392546347,0.09050740298101742,0.07766186315017953,0.08111645367443718,0.08828322530807756,0.06449165239317228,0.11591526040073263,0.12707306861941828,0.08315860415713085,0.096802212639646,0.0914259584429247,0.0638349521898267,0.100173078881509,0.05976638137690612,0.08951986440497298,0.09341744894059764
What will the weather be where I am one month from now?,0.06488672114735054,0.079274032703123,0.07841238648783025,0.10804894219150735,0.07421655025695975,0.1092744575219161,0.11015157127882522,0.06754720279140003,0.08955781975991575,0.05461660376033385,0.07718587860708459,0.09679550791240929,0.07351302762428014,0.10166859321216294,0.05639073621324,0.07684742920902644,0.05412930314609979,0.07304517476457213,0.07289022190557232,0.08434382629560487,0.08212973022418422,0.07447048579054956,0.07818931986482512,0.05423019492262536,0.059747414475481486,0.08836223774517865,0.08910264944466881,0.10327760512931011,0.0890505503206621,0.07147194286328802,0.08498785613239222,0.09377435173705488,0.07114819076653614,0.06460818591884734,0.06671026411218338,0.6530100633598293,1.0000000000000002,0.6202233225898477,0.606441549999226,0.199450983789562,0.05569688946141369,0.04653592372128546,0.06728142732041203,0.08564771121546087,0.09344995824773,0.05015065508435762,0.07928431346323672,0.053120035125863004,0.05830796590363911,0.036039714086721214,0.0919053719450712,0.06882029371189798,0.06820825801302322,0.085096462856532,0.07254633126829854,0.07533389215375044,0.08187479936620884,0.07271060729707353,0.037445406360703315,0.0721489680951907,0.0882976442710472,0.08650264825259461,0.09321769427897655,0.1286995558524913,0.08057987432766495,0.05726358096602059,0.060907518137005776,0.09095727776603021,0.09031747559334133,0.08452595456553495,0.17695850311810207,0.2034447097490677,0.28897715395604806,0.20035805632603093,0.2718362941967921,0.08685630919294765,0.10245261414364648,0.09323661693713153,0.09424808132734162,0.10907368693757954,0.053830515818562664,0.07578927286739386,0.11074694361188318,0.07788084001606672,0.0790804315958626,0.0989002645388863,0.08511973709919377,0.09341684784687523,0.08508051647180663,0.09175686202498892,0.09666064121280918,0.10584804936347766,0.07661612666039472,0.08973334489521842,0.11991996825622009,0.08090585195816977,0.13281233625841077,0.08220881915823734,0.08941833341776592,0.11710794188011263
What exact weather conditions will I experience in 30 days?,0.04719164994803661,0.06245122643772834,0.0640370331244451,0.11120336776766702,0.060620608901268136,0.05163832229962596,0.10395901412739969,0.07533545595024109,0.09128141072105211,0.047767728134961586,0.07545166195998541,0.08497347079829987,0.06411769051206354,0.06431561728823479,0.09534175087480781,0.08185601207661695,0.07739503555072014,0.06434448972229632,0.09638193464269022,0.06788491201758638,0.09279410808283514,0.07857242503234657,0.10343597556172586,0.052828289316780366,0.05029008011090374,0.09314588073952662,0.09388113253346639,0.094520961595181,0.0889664451170374,0.08715208296209713,0.09520385432591198,0.10315284483143931,0.09961734285403942,0.08078396802856104,0.10099220529762679,0.7126161100755075,0.6202233225898477,0.9999999999999999,0.6000406421856594,0.31945360607597256,0.055070608615004096,0.049231596691284414,0.0723176165147016,0.08537909199809601,0.0943685345456694,0.07233804498972629,0.09052746066790762,0.05047919241250544,0.06479895268094976,0.05957015918933485,0.09373100087999972,0.06312180037644924,0.09506398290385615,0.07712671557130832,0.08623779588864158,0.08488214706228862,0.09972428140037495,0.0807647765551665,0.04701132946205352,0.0639083051912327,0.09718409426514561,0.08449294112589581,0.09912153135408856,0.11579334002220046,0.09896796742323787,0.06938470873267406,0.060970047290282076,0.10618567257001621,0.1011832887840868,0.10418853244296271,0.19165567324339391,0.16441234075906538,0.2889015433752479,0.14902180809155205,0.2708460069453734,0.08617524103393005,0.09709055880466126,0.09080949500267874,0.06842032088946474,0.09149306955901265,0.06253522198379872,0.06086432911170843,0.0848885884019126,0.08463155060894798,0.0626396819085689,0.09106920648723246,0.08111176047119842,0.08374910778425065,0.07121740601107189,0.07854946828136333,0.10617744640727088,0.12246862487326562,0.08057125762663134,0.09678441123026349,0.08648644876793826,0.08309838430413978,0.10766669862465027,0.08383437936403819,0.10995649300282284,0.11459399356840388
